,kz_2021,year,population_size
0,01001,2005,86080.0
1,01001,2006,86630.0
2,01001,2007,87792.0
3,01001,2008,88718.0
4,01001,2009,88502.0
5,01001,2010,88759.0
6,01001,2011,82801.0
7,01001,2012,83462.0
8,01001,2013,83971.0
9,01001,2014,84694.0
10,01001,2015,85942.0
11,01001,2016,87432.0
12,01001,2017,88519.0
13,01001,2018,89504.0
14,01001,2019,90164.0
15,01001,2020,89934.0
16,01001,2021,91113.0
17,01001,2022,92550.0
18,01001,2023,92667.0
19,01002,2005,234433.0
20,01002,2006,235366.0
21,01002,2007,236902.0
22,01002,2008,237579.0
23,01002,2009,238281.0
24,01002,2010,239526.0
25,01002,2011,237667.0
26,01002,2012,239866.0
27,01002,2013,241533.0
28,01002,2014,243148.0
29,01002,2015,246306.0
30,01002,2016,247441.0
31,01002,2017,247943.0
32,01002,2018,247548.0
33,01002,2019,246794.0
34,01002,2020,246601.0
35,01002,2021,246243.0
36,01002,2022,247717.0
37,01002,2023,248873.0
38,01003,2005,211825.0
39,01003,2006,211213.0
40,01003,2007,211541.0
41,01003,2008,210892.0
42,01003,2009,209818.0
43,01003,2010,210232.0
44,01003,2011,210679.0
45,01003,2012,211713.0
46,01003,2013,212958.0
47,01003,2014,214420.0
48,01003,2015,216253.0
49,01003,2016,216712.0
50,01003,2017,216318.0
51,01003,2018,217198.0
52,01003,2019,216530.0
53,01003,2020,215846.0
54,01003,2021,216277.0
55,01003,2022,218095.0
56,01003,2023,219044.0
57,01004,2005,78072.0
58,01004,2006,77936.0
59,01004,2007,77595.0
60,01004,2008,77100.0
61,01004,2009,76897.0
62,01004,2010,76830.0
63,01004,2011,77201.0
64,01004,2012,76951.0
65,01004,2013,77058.0
66,01004,2014,77588.0
67,01004,2015,79197.0
68,01004,2016,79680.0
69,01004,2017,79335.0
70,01004,2018,79487.0
71,01004,2019,80196.0
72,01004,2020,79905.0
73,01004,2021,79496.0
74,01004,2022,79502.0
75,01004,2023,80185.0
76,01051,2005,137261.0
77,01051,2006,136829.0
78,01051,2007,136451.0
79,01051,2008,135759.0
80,01051,2009,135279.0
81,01051,2010,134798.0
82,01051,2011,133487.0
83,01051,2012,132965.0
84,01051,2013,132665.0
85,01051,2014,132685.0
86,01051,2015,132917.0
87,01051,2016,133560.0
88,01051,2017,133447.0
89,01051,2018,133210.0
90,01051,2019,133193.0
91,01051,2020,133251.0
92,01051,2021,133969.0
93,01051,2022,135252.0
94,01051,2023,135653.0
95,01053,2005,186471.0
96,01053,2006,186911.0
97,01053,2007,187094.0
98,01053,2008,186984.0
99,01053,2009,186629.0
100,01053,2010,186874.0
101,01053,2011,187296.0
102,01053,2012,187905.0
103,01053,2013,189043.0
104,01053,2014,190703.0
105,01053,2015,192999.0
106,01053,2016,195063.0
107,01053,2017,196074.0
108,01053,2018,197264.0
109,01053,2019,198019.0
110,01053,2020,199152.0
111,01053,2021,200819.0
112,01053,2022,203712.0
113,01053,2023,204836.0
114,01054,2005,166956.0
115,01054,2006,166783.0
116,01054,2007,166727.0
117,01054,2008,166270.0
118,01054,2009,165771.0
119,01054,2010,165480.0
120,01054,2011,163029.0
121,01054,2012,162237.0
122,01054,2013,161923.0
123,01054,2014,162203.0
124,01054,2015,163960.0
125,01054,2016,164926.0
126,01054,2017,165462.0
127,01054,2018,165507.0
128,01054,2019,165951.0
129,01054,2020,167147.0
130,01054,2021,167560.0
131,01054,2022,169043.0
132,01054,2023,170007.0
133,01055,2005,206040.0
134,01055,2006,205952.0
135,01055,2007,205688.0
136,01055,2008,205191.0
137,01055,2009,204948.0
138,01055,2010,204454.0
139,01055,2011,197960.0
140,01055,2012,197882.0
141,01055,2013,197835.0
142,01055,2014,198355.0
143,01055,2015,199574.0
144,01055,2016,200813.0
145,01055,2017,200584.0
146,01055,2018,200581.0
147,01055,2019,200539.0
148,01055,2020,201487.0
149,01055,2021,202014.0
150,01055,2022,203606.0
151,01055,2023,204275.0
152,01056,2005,299392.0
153,01056,2006,300402.0
154,01056,2007,301320.0
155,01056,2008,301518.0
156,01056,2009,302430.0
157,01056,2010,303481.0
158,01056,2011,297307.0
159,01056,2012,298826.0
160,01056,2013,301223.0
161,01056,2014,304087.0
162,01056,2015,307471.0
163,01056,2016,310653.0
164,01056,2017,312662.0
165,01056,2018,314391.0
166,01056,2019,316103.0
167,01056,2020,317085.0
168,01056,2021,318326.0
169,01056,2022,322130.0
170,01056,2023,324018.0
171,01057,2005,135655.0
172,01057,2006,135562.0
173,01057,2007,135422.0
174,01057,2008,134912.0
175,01057,2009,134573.0
176,01057,2010,134291.0
177,01057,2011,127212.0
178,01057,2012,126721.0
179,01057,2013,126643.0
180,01057,2014,126865.0
181,01057,2015,128304.0
182,01057,2016,128703.0
183,01057,2017,128842.0
184,01057,2018,128647.0
185,01057,2019,128686.0
186,01057,2020,129353.0
187,01057,2021,129687.0
188,01057,2022,131266.0
189,01057,2023,131370.0
190,01058,2005,273039.0
191,01058,2006,272591.0
192,01058,2007,272488.0
193,01058,2008,271393.0
194,01058,2009,270626.0
195,01058,2010,269778.0
196,01058,2011,268846.0
197,01058,2012,268058.0
198,01058,2013,268075.0
199,01058,2014,268628.0
200,01058,2015,270378.0
201,01058,2016,272337.0
202,01058,2017,273022.0
203,01058,2018,272775.0
204,01058,2019,274098.0
205,01058,2020,274765.0
206,01058,2021,276053.0
207,01058,2022,278979.0
208,01058,2023,279864.0
209,01059,2005,199671.0
210,01059,2006,199264.0
211,01059,2007,199101.0
212,01059,2008,198649.0
213,01059,2009,198426.0
214,01059,2010,197903.0
215,01059,2011,195721.0
216,01059,2012,194911.0
217,01059,2013,195135.0
218,01059,2014,195593.0
219,01059,2015,196839.0
220,01059,2016,198685.0
221,01059,2017,199503.0
222,01059,2018,200025.0
223,01059,2019,201156.0
224,01059,2020,202647.0
225,01059,2021,203799.0
226,01059,2022,206038.0
227,01059,2023,206385.0
228,01060,2005,257002.0
229,01060,2006,257749.0
230,01060,2007,258336.0
231,01060,2008,257945.0
232,01060,2009,258150.0
233,01060,2010,259200.0
234,01060,2011,261141.0
235,01060,2012,261988.0
236,01060,2013,263202.0
237,01060,2014,264972.0
238,01060,2015,267503.0
239,01060,2016,272235.0
240,01060,2017,274025.0
241,01060,2018,276032.0
242,01060,2019,277175.0
243,01060,2020,278007.0
244,01060,2021,280400.0
245,01060,2022,284988.0
246,01060,2023,287175.0
247,01061,2005,136470.0
248,01061,2006,135834.0
249,01061,2007,134664.0
250,01061,2008,134090.0
251,01061,2009,133370.0
252,01061,2010,132897.0
253,01061,2011,130543.0
254,01061,2012,130135.0
255,01061,2013,130017.0
256,01061,2014,130218.0
257,01061,2015,131457.0
258,01061,2016,131875.0
259,01061,2017,131613.0
260,01061,2018,131347.0
261,01061,2019,131013.0
262,01061,2020,130706.0
263,01061,2021,130843.0
264,01061,2022,132419.0
265,01061,2023,133072.0
266,01062,2005,224583.0
267,01062,2006,225232.0
268,01062,2007,226252.0
269,01062,2008,227260.0
270,01062,2009,228327.0
271,01062,2010,229756.0
272,01062,2011,231376.0
273,01062,2012,232911.0
274,01062,2013,234674.0
275,01062,2014,236705.0
276,01062,2015,239614.0
277,01062,2016,241811.0
278,01062,2017,242472.0
279,01062,2018,243196.0
280,01062,2019,244156.0
281,01062,2020,244989.0
282,01062,2021,245406.0
283,01062,2022,247973.0
284,01062,2023,248267.0
285,02000,2005,1743627.0
286,02000,2006,1754182.0
287,02000,2007,1770629.0
288,02000,2008,1772100.0
289,02000,2009,1774224.0
290,02000,2010,1786448.0
291,02000,2011,1718187.0
292,02000,2012,1734272.0
293,02000,2013,1746342.0
294,02000,2014,1762791.0
295,02000,2015,1787408.0
296,02000,2016,1810438.0
297,02000,2017,1830584.0
298,02000,2018,1841179.0
299,02000,2019,1847253.0
300,02000,2020,1852478.0
301,02000,2021,1853935.0
302,02000,2022,1892122.0
303,02000,2023,1910160.0
304,03101,2005,245273.0
305,03101,2006,245467.0
306,03101,2007,245810.0
307,03101,2008,246012.0
308,03101,2009,247400.0
309,03101,2010,248867.0
310,03101,2011,243829.0
311,03101,2012,245798.0
312,03101,2013,247227.0
313,03101,2014,248502.0
314,03101,2015,251364.0
315,03101,2016,248667.0
316,03101,2017,248023.0
317,03101,2018,248292.0
318,03101,2019,249406.0
319,03101,2020,248561.0
320,03101,2021,248823.0
321,03101,2022,251804.0
322,03101,2023,252066.0
323,03102,2005,107726.0
324,03102,2006,106665.0
325,03102,2007,105320.0
326,03102,2008,104423.0
327,03102,2009,103446.0
328,03102,2010,102394.0
329,03102,2011,98588.0
330,03102,2012,98095.0
331,03102,2013,98197.0
332,03102,2014,98966.0
333,03102,2015,101079.0
334,03102,2016,103668.0
335,03102,2017,104548.0
336,03102,2018,104948.0
337,03102,2019,104291.0
338,03102,2020,103866.0
339,03102,2021,103694.0
340,03102,2022,104548.0
341,03102,2023,105039.0
342,03103,2005,121199.0
343,03103,2006,120493.0
344,03103,2007,120009.0
345,03103,2008,120538.0
346,03103,2009,121109.0
347,03103,2010,121451.0
348,03103,2011,120889.0
349,03103,2012,121758.0
350,03103,2013,122457.0
351,03103,2014,123027.0
352,03103,2015,124045.0
353,03103,2016,123909.0
354,03103,2017,123914.0
355,03103,2018,124151.0
356,03103,2019,124371.0
357,03103,2020,123840.0
358,03103,2021,123949.0
359,03103,2022,125961.0
360,03103,2023,127256.0
361,03151,2005,175298.0
362,03151,2006,174974.0
363,03151,2007,174401.0
364,03151,2008,173765.0
365,03151,2009,173223.0
366,03151,2010,172643.0
367,03151,2011,170865.0
368,03151,2012,171015.0
369,03151,2013,171475.0
370,03151,2014,172541.0
371,03151,2015,174205.0
372,03151,2016,174749.0
373,03151,2017,175079.0
374,03151,2018,175920.0
375,03151,2019,176523.0
376,03151,2020,177227.0
377,03151,2021,177919.0
378,03151,2022,180232.0
379,03151,2023,180679.0
380,03153,2005,151452.0
381,03153,2006,149656.0
382,03153,2007,148091.0
383,03153,2008,146187.0
384,03153,2009,144680.0
385,03153,2010,143014.0
386,03153,2011,139575.0
387,03153,2012,138655.0
388,03153,2013,137833.0
389,03153,2014,137256.0
390,03153,2015,138236.0
391,03153,2016,137979.0
392,03153,2017,137563.0
393,03153,2018,137014.0
394,03153,2019,136292.0
395,03153,2020,134688.0
396,03153,2021,134050.0
397,03153,2022,134672.0
398,03153,2023,134485.0
399,03154,2005,97749.0
400,03154,2006,96972.0
401,03154,2007,95871.0
402,03154,2008,94870.0
403,03154,2009,93903.0
404,03154,2010,92836.0
405,03154,2011,90919.0
406,03154,2012,90391.0
407,03154,2013,90423.0
408,03154,2014,90908.0
409,03154,2015,91500.0
410,03154,2016,92079.0
411,03154,2017,91720.0
412,03154,2018,91307.0
413,03154,2019,91297.0
414,03154,2020,91518.0
415,03154,2021,91379.0
416,03154,2022,92470.0
417,03154,2023,92123.0
418,03155,2005,146690.0
419,03155,2006,145488.0
420,03155,2007,144044.0
421,03155,2008,142321.0
422,03155,2009,140553.0
423,03155,2010,139060.0
424,03155,2011,136516.0
425,03155,2012,135418.0
426,03155,2013,134661.0
427,03155,2014,133905.0
428,03155,2015,134896.0
429,03155,2016,133610.0
430,03155,2017,133046.0
431,03155,2018,132765.0
432,03155,2019,132285.0
433,03155,2020,131772.0
434,03155,2021,131765.0
435,03155,2022,133258.0
436,03155,2023,132939.0
437,03157,2005,134581.0
438,03157,2006,134178.0
439,03157,2007,133560.0
440,03157,2008,132613.0
441,03157,2009,132066.0
442,03157,2010,131481.0
443,03157,2011,130165.0
444,03157,2012,130047.0
445,03157,2013,130147.0
446,03157,2014,130601.0
447,03157,2015,132320.0
448,03157,2016,132979.0
449,03157,2017,133368.0
450,03157,2018,133965.0
451,03157,2019,134801.0
452,03157,2020,135844.0
453,03157,2021,136960.0
454,03157,2022,138931.0
455,03157,2023,139170.0
456,03158,2005,126460.0
457,03158,2006,125412.0
458,03158,2007,124652.0
459,03158,2008,123663.0
460,03158,2009,122806.0
461,03158,2010,122040.0
462,03158,2011,120425.0
463,03158,2012,120117.0
464,03158,2013,119900.0
465,03158,2014,120035.0
466,03158,2015,120981.0
467,03158,2016,120904.0
468,03158,2017,120437.0
469,03158,2018,119960.0
470,03158,2019,119622.0
471,03158,2020,119361.0
472,03158,2021,119224.0
473,03158,2022,120531.0
474,03158,2023,120755.0
475,03159,2005,344007.0
476,03159,2006,342471.0
477,03159,2007,341560.0
478,03159,2008,339257.0
479,03159,2009,337534.0
480,03159,2010,335583.0
481,03159,2011,324197.0
482,03159,2012,323233.0
483,03159,2013,322616.0
484,03159,2014,324013.0
485,03159,2015,329538.0
486,03159,2016,327065.0
487,03159,2017,328036.0
488,03159,2018,328074.0
489,03159,2019,326041.0
490,03159,2020,323900.0
491,03159,2021,323661.0
492,03159,2022,328458.0
493,03159,2023,328952.0
494,03241,2005,1128543.0
495,03241,2006,1128772.0
496,03241,2007,1130039.0
497,03241,2008,1129797.0
498,03241,2009,1130262.0
499,03241,2010,1132130.0
500,03241,2011,1106219.0
501,03241,2012,1112675.0
502,03241,2013,1119526.0
503,03241,2014,1128037.0
504,03241,2015,1144481.0
505,03241,2016,1148700.0
506,03241,2017,1152675.0
507,03241,2018,1157624.0
508,03241,2019,1157115.0
509,03241,2020,1155330.0
510,03241,2021,1157541.0
511,03241,2022,1173891.0
512,03241,2023,1177676.0
513,03251,2005,215548.0
514,03251,2006,215406.0
515,03251,2007,215142.0
516,03251,2008,214379.0
517,03251,2009,213634.0
518,03251,2010,213558.0
519,03251,2011,209745.0
520,03251,2012,209671.0
521,03251,2013,209955.0
522,03251,2014,211093.0
523,03251,2015,213976.0
524,03251,2016,215082.0
525,03251,2017,216012.0
526,03251,2018,216886.0
527,03251,2019,217089.0
528,03251,2020,218072.0
529,03251,2021,218839.0
530,03251,2022,222816.0
531,03251,2023,223832.0
532,03252,2005,159840.0
533,03252,2006,158658.0
534,03252,2007,157867.0
535,03252,2008,156398.0
536,03252,2009,155164.0
537,03252,2010,154085.0
538,03252,2011,149513.0
539,03252,2012,148532.0
540,03252,2013,147755.0
541,03252,2014,147813.0
542,03252,2015,148281.0
543,03252,2016,148265.0
544,03252,2017,148296.0
545,03252,2018,148559.0
546,03252,2019,148549.0
547,03252,2020,148580.0
548,03252,2021,148963.0
549,03252,2022,150640.0
550,03252,2023,150377.0
551,03254,2005,290643.0
552,03254,2006,289984.0
553,03254,2007,288623.0
554,03254,2008,286663.0
555,03254,2009,284551.0
556,03254,2010,282856.0
557,03254,2011,276383.0
558,03254,2012,275330.0
559,03254,2013,274519.0
560,03254,2014,274554.0
561,03254,2015,277055.0
562,03254,2016,277300.0
563,03254,2017,276640.0
564,03254,2018,276594.0
565,03254,2019,275817.0
566,03254,2020,275464.0
567,03254,2021,274773.0
568,03254,2022,278371.0
569,03254,2023,278571.0
570,03255,2005,77918.0
571,03255,2006,76888.0
572,03255,2007,76103.0
573,03255,2008,75092.0
574,03255,2009,74094.0
575,03255,2010,73240.0
576,03255,2011,73155.0
577,03255,2012,72459.0
578,03255,2013,71877.0
579,03255,2014,71438.0
580,03255,2015,71659.0
581,03255,2016,71510.0
582,03255,2017,71144.0
583,03255,2018,70975.0
584,03255,2019,70458.0
585,03255,2020,70207.0
586,03255,2021,69862.0
587,03255,2022,70911.0
588,03255,2023,70706.0
589,03256,2005,125870.0
590,03256,2006,125436.0
591,03256,2007,124895.0
592,03256,2008,123881.0
593,03256,2009,122989.0
594,03256,2010,122206.0
595,03256,2011,121390.0
596,03256,2012,120225.0
597,03256,2013,119848.0
598,03256,2014,119631.0
599,03256,2015,120632.0
600,03256,2016,121503.0
601,03256,2017,121470.0
602,03256,2018,121386.0
603,03256,2019,121390.0
604,03256,2020,121645.0
605,03256,2021,121773.0
606,03256,2022,123469.0
607,03256,2023,123888.0
608,03257,2005,165557.0
609,03257,2006,165109.0
610,03257,2007,164172.0
611,03257,2008,162971.0
612,03257,2009,161746.0
613,03257,2010,160636.0
614,03257,2011,157026.0
615,03257,2012,156039.0
616,03257,2013,155599.0
617,03257,2014,155847.0
618,03257,2015,156206.0
619,03257,2016,157616.0
620,03257,2017,157883.0
621,03257,2018,157781.0
622,03257,2019,157820.0
623,03257,2020,158406.0
624,03257,2021,158108.0
625,03257,2022,159960.0
626,03257,2023,160236.0
627,03351,2005,182444.0
628,03351,2006,181936.0
629,03351,2007,181115.0
630,03351,2008,180130.0
631,03351,2009,179247.0
632,03351,2010,178528.0
633,03351,2011,176054.0
634,03351,2012,175706.0
635,03351,2013,175552.0
636,03351,2014,176157.0
637,03351,2015,177971.0
638,03351,2016,178370.0
639,03351,2017,178764.0
640,03351,2018,178936.0
641,03351,2019,179011.0
642,03351,2020,179386.0
643,03351,2021,179915.0
644,03351,2022,181994.0
645,03351,2023,182352.0
646,03352,2005,205276.0
647,03352,2006,204235.0
648,03352,2007,202933.0
649,03352,2008,202124.0
650,03352,2009,201188.0
651,03352,2010,200464.0
652,03352,2011,198115.0
653,03352,2012,197433.0
654,03352,2013,196607.0
655,03352,2014,196787.0
656,03352,2015,198103.0
657,03352,2016,198670.0
658,03352,2017,198100.0
659,03352,2018,198213.0
660,03352,2019,198038.0
661,03352,2020,198826.0
662,03352,2021,199603.0
663,03352,2022,201413.0
664,03352,2023,201838.0
665,03353,2005,241827.0
666,03353,2006,242748.0
667,03353,2007,243888.0
668,03353,2008,244640.0
669,03353,2009,245624.0
670,03353,2010,246868.0
671,03353,2011,239269.0
672,03353,2012,240548.0
673,03353,2013,242871.0
674,03353,2014,245199.0
675,03353,2015,248122.0
676,03353,2016,250326.0
677,03353,2017,251511.0
678,03353,2018,252776.0
679,03353,2019,254431.0
680,03353,2020,256016.0
681,03353,2021,257548.0
682,03353,2022,261890.0
683,03353,2023,263616.0
684,03354,2005,51352.0
685,03354,2006,50878.0
686,03354,2007,50465.0
687,03354,2008,49965.0
688,03354,2009,49699.0
689,03354,2010,49213.0
690,03354,2011,49082.0
691,03354,2012,48928.0
692,03354,2013,48670.0
693,03354,2014,48728.0
694,03354,2015,50128.0
695,03354,2016,48825.0
696,03354,2017,48357.0
697,03354,2018,48424.0
698,03354,2019,48412.0
699,03354,2020,48503.0
700,03354,2021,48472.0
701,03354,2022,49178.0
702,03354,2023,49209.0
703,03355,2005,175441.0
704,03355,2006,175906.0
705,03355,2007,176445.0
706,03355,2008,176512.0
707,03355,2009,177042.0
708,03355,2010,177279.0
709,03355,2011,174685.0
710,03355,2012,175640.0
711,03355,2013,176727.0
712,03355,2014,178122.0
713,03355,2015,180719.0
714,03355,2016,181605.0
715,03355,2017,182930.0
716,03355,2018,183372.0
717,03355,2019,184139.0
718,03355,2020,184235.0
719,03355,2021,185129.0
720,03355,2022,187552.0
721,03355,2023,188859.0
722,03356,2005,112741.0
723,03356,2006,112498.0
724,03356,2007,112679.0
725,03356,2008,112486.0
726,03356,2009,112029.0
727,03356,2010,111876.0
728,03356,2011,110842.0
729,03356,2012,110816.0
730,03356,2013,110882.0
731,03356,2014,111484.0
732,03356,2015,113579.0
733,03356,2016,112695.0
734,03356,2017,113105.0
735,03356,2018,113517.0
736,03356,2019,113928.0
737,03356,2020,114640.0
738,03356,2021,115054.0
739,03356,2022,116551.0
740,03356,2023,116487.0
741,03357,2005,164875.0
742,03357,2006,164958.0
743,03357,2007,165074.0
744,03357,2008,164603.0
745,03357,2009,164064.0
746,03357,2010,163860.0
747,03357,2011,162182.0
748,03357,2012,161780.0
749,03357,2013,161308.0
750,03357,2014,161842.0
751,03357,2015,163253.0
752,03357,2016,163372.0
753,03357,2017,163377.0
754,03357,2018,163455.0
755,03357,2019,163782.0
756,03357,2020,164486.0
757,03357,2021,165001.0
758,03357,2022,167604.0
759,03357,2023,168454.0
760,03358,2005,142678.0
761,03358,2006,142234.0
762,03358,2007,141692.0
763,03358,2008,140792.0
764,03358,2009,140053.0
765,03358,2010,139630.0
766,03358,2011,136072.0
767,03358,2012,135772.0
768,03358,2013,136251.0
769,03358,2014,136200.0
770,03358,2015,140264.0
771,03358,2016,139641.0
772,03358,2017,139099.0
773,03358,2018,139755.0
774,03358,2019,140673.0
775,03358,2020,140885.0
776,03358,2021,142912.0
777,03358,2022,145394.0
778,03358,2023,143220.0
779,03359,2005,196475.0
780,03359,2006,197122.0
781,03359,2007,197091.0
782,03359,2008,196891.0
783,03359,2009,196952.0
784,03359,2010,197132.0
785,03359,2011,195606.0
786,03359,2012,195779.0
787,03359,2013,196516.0
788,03359,2014,197448.0
789,03359,2015,200054.0
790,03359,2016,201638.0
791,03359,2017,201887.0
792,03359,2018,203102.0
793,03359,2019,204512.0
794,03359,2020,205357.0
795,03359,2021,206496.0
796,03359,2022,210306.0
797,03359,2023,211467.0
798,03360,2005,96940.0
799,03360,2006,96458.0
800,03360,2007,95983.0
801,03360,2008,94940.0
802,03360,2009,94428.0
803,03360,2010,94020.0
804,03360,2011,93284.0
805,03360,2012,92801.0
806,03360,2013,92356.0
807,03360,2014,92533.0
808,03360,2015,93131.0
809,03360,2016,92961.0
810,03360,2017,92744.0
811,03360,2018,92572.0
812,03360,2019,92389.0
813,03360,2020,92566.0
814,03360,2021,92894.0
815,03360,2022,94362.0
816,03360,2023,95088.0
817,03361,2005,134084.0
818,03361,2006,133965.0
819,03361,2007,133767.0
820,03361,2008,133560.0
821,03361,2009,133328.0
822,03361,2010,133368.0
823,03361,2011,131936.0
824,03361,2012,132129.0
825,03361,2013,132459.0
826,03361,2014,133215.0
827,03361,2015,134645.0
828,03361,2016,135842.0
829,03361,2017,136590.0
830,03361,2018,136792.0
831,03361,2019,137133.0
832,03361,2020,137574.0
833,03361,2021,138507.0
834,03361,2022,140913.0
835,03361,2023,141349.0
836,03401,2005,75916.0
837,03401,2006,75320.0
838,03401,2007,75135.0
839,03401,2008,74751.0
840,03401,2009,74512.0
841,03401,2010,74361.0
842,03401,2011,73364.0
843,03401,2012,73588.0
844,03401,2013,74052.0
845,03401,2014,74804.0
846,03401,2015,76323.0
847,03401,2016,77045.0
848,03401,2017,77521.0
849,03401,2018,77607.0
850,03401,2019,77559.0
851,03401,2020,77503.0
852,03401,2021,77522.0
853,03401,2022,78385.0
854,03401,2023,78979.0
855,03402,2005,51693.0
856,03402,2006,51742.0
857,03402,2007,51714.0
858,03402,2008,51562.0
859,03402,2009,51292.0
860,03402,2010,51616.0
861,03402,2011,49848.0
862,03402,2012,49751.0
863,03402,2013,49790.0
864,03402,2014,50016.0
865,03402,2015,50694.0
866,03402,2016,50486.0
867,03402,2017,50607.0
868,03402,2018,50195.0
869,03402,2019,49913.0
870,03402,2020,49874.0
871,03402,2021,49523.0
872,03402,2022,50535.0
873,03402,2023,50659.0
874,03403,2005,158565.0
875,03403,2006,159060.0
876,03403,2007,159563.0
877,03403,2008,160279.0
878,03403,2009,161334.0
879,03403,2010,162173.0
880,03403,2011,157706.0
881,03403,2012,158658.0
882,03403,2013,159610.0
883,03403,2014,160907.0
884,03403,2015,163830.0
885,03403,2016,165711.0
886,03403,2017,167081.0
887,03403,2018,168210.0
888,03403,2019,169077.0
889,03403,2020,169605.0
890,03403,2021,170389.0
891,03403,2022,172830.0
892,03403,2023,174629.0
893,03404,2005,163814.0
894,03404,2006,163020.0
895,03404,2007,162870.0
896,03404,2008,163286.0
897,03404,2009,163514.0
898,03404,2010,164119.0
899,03404,2011,154513.0
900,03404,2012,155625.0
901,03404,2013,156315.0
902,03404,2014,156897.0
903,03404,2015,162403.0
904,03404,2016,164070.0
905,03404,2017,164374.0
906,03404,2018,164748.0
907,03404,2019,165251.0
908,03404,2020,164223.0
909,03404,2021,165034.0
910,03404,2022,167366.0
911,03404,2023,166960.0
912,03405,2005,83552.0
913,03405,2006,82797.0
914,03405,2007,82192.0
915,03405,2008,81411.0
916,03405,2009,81137.0
917,03405,2010,81324.0
918,03405,2011,76926.0
919,03405,2012,76545.0
920,03405,2013,75728.0
921,03405,2014,75534.0
922,03405,2015,75995.0
923,03405,2016,76201.0
924,03405,2017,76316.0
925,03405,2018,76278.0
926,03405,2019,76089.0
927,03405,2020,75189.0
928,03405,2021,75027.0
929,03405,2022,76089.0
930,03405,2023,76247.0
931,03451,2005,115891.0
932,03451,2006,116626.0
933,03451,2007,117041.0
934,03451,2008,117102.0
935,03451,2009,117517.0
936,03451,2010,118004.0
937,03451,2011,117951.0
938,03451,2012,118489.0
939,03451,2013,118865.0
940,03451,2014,119917.0
941,03451,2015,121435.0
942,03451,2016,122698.0
943,03451,2017,123377.0
944,03451,2018,124071.0
945,03451,2019,124859.0
946,03451,2020,125643.0
947,03451,2021,126475.0
948,03451,2022,128253.0
949,03451,2023,129108.0
950,03452,2005,190128.0
951,03452,2006,190252.0
952,03452,2007,190293.0
953,03452,2008,189381.0
954,03452,2009,188973.0
955,03452,2010,188947.0
956,03452,2011,186713.0
957,03452,2012,186673.0
958,03452,2013,187058.0
959,03452,2014,187998.0
960,03452,2015,189199.0
961,03452,2016,190066.0
962,03452,2017,189949.0
963,03452,2018,189848.0
964,03452,2019,189694.0
965,03452,2020,190178.0
966,03452,2021,190425.0
967,03452,2022,192072.0
968,03452,2023,192608.0
969,03453,2005,155642.0
970,03453,2006,156241.0
971,03453,2007,157164.0
972,03453,2008,157268.0
973,03453,2009,157506.0
974,03453,2010,158194.0
975,03453,2011,159290.0
976,03453,2012,160033.0
977,03453,2013,160176.0
978,03453,2014,162350.0
979,03453,2015,164734.0
980,03453,2016,165930.0
981,03453,2017,167925.0
982,03453,2018,169348.0
983,03453,2019,170682.0
984,03453,2020,172632.0
985,03453,2021,173980.0
986,03453,2022,177701.0
987,03453,2023,178564.0
988,03454,2005,310088.0
989,03454,2006,311965.0
990,03454,2007,313533.0
991,03454,2008,313824.0
992,03454,2009,313098.0
993,03454,2010,313056.0
994,03454,2011,311634.0
995,03454,2012,312855.0
996,03454,2013,313689.0
997,03454,2014,315757.0
998,03454,2015,319488.0
999,03454,2016,321391.0
1000,03454,2017,323636.0
1001,03454,2018,325657.0
1002,03454,2019,326954.0
1003,03454,2020,328930.0
1004,03454,2021,331397.0
1005,03454,2022,338052.0
1006,03454,2023,340280.0
1007,03455,2005,101412.0
1008,03455,2006,101192.0
1009,03455,2007,100779.0
1010,03455,2008,100307.0
1011,03455,2009,99851.0
1012,03455,2010,99598.0
1013,03455,2011,97857.0
1014,03455,2012,97327.0
1015,03455,2013,97093.0
1016,03455,2014,96937.0
1017,03455,2015,97900.0
1018,03455,2016,98409.0
1019,03455,2017,98509.0
1020,03455,2018,98460.0
1021,03455,2019,98704.0
1022,03455,2020,98971.0
1023,03455,2021,98971.0
1024,03455,2022,100277.0
1025,03455,2023,100630.0
1026,03456,2005,134442.0
1027,03456,2006,134840.0
1028,03456,2007,135270.0
1029,03456,2008,135508.0
1030,03456,2009,135346.0
1031,03456,2010,135047.0
1032,03456,2011,133400.0
1033,03456,2012,133652.0
1034,03456,2013,133678.0
1035,03456,2014,134329.0
1036,03456,2015,135662.0
1037,03456,2016,135770.0
1038,03456,2017,135859.0
1039,03456,2018,136511.0
1040,03456,2019,137162.0
1041,03456,2020,137891.0
1042,03456,2021,138722.0
1043,03456,2022,141269.0
1044,03456,2023,141946.0
1045,03457,2005,165056.0
1046,03457,2006,165347.0
1047,03457,2007,165088.0
1048,03457,2008,164947.0
1049,03457,2009,164837.0
1050,03457,2010,164705.0
1051,03457,2011,163991.0
1052,03457,2012,164202.0
1053,03457,2013,164792.0
1054,03457,2014,165809.0
1055,03457,2015,167548.0
1056,03457,2016,168253.0
1057,03457,2017,168946.0
1058,03457,2018,169809.0
1059,03457,2019,170756.0
1060,03457,2020,171483.0
1061,03457,2021,172421.0
1062,03457,2022,174348.0
1063,03457,2023,173924.0
1064,03458,2005,125731.0
1065,03458,2006,125949.0
1066,03458,2007,126131.0
